         9712416 function calls (9098865 primitive calls) in 55.903 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.006    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\arrayprint.py:806(_formatArray)
        2    0.001    0.001    0.006    0.003 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\font_manager.py:1453(_findfont_cached)
    41/28    0.000    0.000    0.006    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\gen_math_ops.py:2317(cast)
    15217    0.004    0.000    0.006    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\range.py:999(__len__)
   980/20    0.002    0.000    0.006    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\arrayprint.py:815(recurser)
     3544    0.004    0.000    0.006    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\internals\managers.py:180(blknos)
     8862    0.003    0.000    0.006    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\_config.py:27(_get_threadlocal_config)
     1504    0.005    0.000    0.006    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:2487(get_matrix)
     1163    0.002    0.000    0.006    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\ticker.py:550(_format_maybe_minus_and_locale)
       16    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axis.py:957(set_tick_params)
     1485    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\optree\ops.py:127(tree_flatten)
     1488    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\api.py:386(default_index)
        4    0.000    0.000    0.005    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\environment.py:703(_compile)
       76    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\base.py:674(_with_infer)
     1605    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\context.py:1272(executor)
        4    0.000    0.000    0.005    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\compiler.py:538(pull_dependencies)
      200    0.005    0.000    0.005    0.000 {built-in method torch._C._linalg.linalg_vector_norm}
    53812    0.005    0.000    0.005    0.000 C:\Users\ompar\anaconda3\Lib\inspect.py:3085(parameters)
     4180    0.005    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\auto_control_deps.py:144(op_is_stateful)
     1605    0.005    0.000    0.005    0.000 C:\Users\ompar\anaconda3\Lib\weakref.py:454(__contains__)
     1627    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\ops.py:3087(as_default)
     1375    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\tree\optree_impl.py:73(flatten)
      200    0.005    0.000    0.005    0.000 {method 'sum' of 'torch._C.TensorBase' objects}
       50    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\array_ops.py:1198(_autopacking_helper)
      7/2    0.000    0.000    0.005    0.003 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\tensor_math_operator_overrides.py:148(wrapper)
     1855    0.002    0.000    0.005    0.000 C:\Users\ompar\anaconda3\Lib\copy.py:61(copy)
     1200    0.005    0.000    0.005    0.000 {built-in method torch._C._is_tracing}
     1691    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\op_def_library.py:188(_MakeType)
      747    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\util\numpy_compat.py:21(np_array)
     2200    0.005    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\utils\sparse.py:115(is_torch_sparse_tensor)
      510    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\_guards.py:869(detect_fake_mode)
    30622    0.005    0.000    0.005    0.000 {built-in method builtins.issubclass}
      326    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\numeric.py:2445(array_equal)
      167    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\context.py:1531(add_c_function)
      100    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\text.py:157(_reset_visual_defaults)
     1795    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\ops.py:5625(__exit__)
      200    0.005    0.000    0.005    0.000 {built-in method torch._C._nn.pad}
     2441    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\ops.py:4365(_mutation_lock)
      400    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\data\storage.py:120(__setitem__)
       32    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
      201    0.005    0.000    0.005    0.000 {method 't' of 'torch._C.TensorBase' objects}
    15892    0.003    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:195(<lambda>)
      140    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\multiclass.py:129(is_multilabel)
      200    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\nn\functional.py:807(_max_pool2d)
     1098    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\base.py:5170(_get_engine_target)
     3558    0.005    0.000    0.005    0.000 {method 'remove' of 'list' objects}
    20102    0.005    0.000    0.005    0.000 {method 'items' of 'mappingproxy' objects}
      8/4    0.000    0.000    0.005    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:2916(autoscale_view)
       86    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\_tags.py:367(get_tags)
      605    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:639(_flat_types)
     1605    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\callbacks\callback_list.py:157(on_predict_batch_begin)
        4    0.000    0.000    0.005    0.001 C:\Users\ompar\anaconda3\Lib\tkinter\__init__.py:2033(wm_attributes)
        4    0.000    0.000    0.005    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axis.py:1126(set_clip_path)
      165    0.001    0.000    0.005    0.000 C:\Users\ompar\anaconda3\Lib\dataclasses.py:1540(replace)
     4882    0.005    0.000    0.005    0.000 {method 'ByteSize' of 'google._upb._message.Message' objects}
     4607    0.005    0.000    0.005    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNamedtuple}
     6328    0.003    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\tensor_conversion_registry.py:134(get)
  800/292    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\tree\optree_impl.py:91(map_structure)
      130    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\validation.py:1417(column_or_1d)
     1966    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\errors_impl.py:284(__init__)
      200    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\range.py:137(__new__)
     3339    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\common.py:568(require_length_match)
     6665    0.003    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\ops.py:4340(_distribution_strategy_stack)
       50    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\common.py:151(__exit__)
     1657    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\tensor_getitem_override.py:49(_check_index)
     2002    0.004    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\printing.py:196(as_escaped_string)
   5009/2    0.003    0.000    0.005    0.002 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\array_ops_stack.py:24(stack)
     6951    0.004    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\construction.py:481(ensure_wrapped_if_datetimelike)
      386    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\tensor.py:345(_shape_tuple)
     2000    0.004    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:2040(scale)
      890    0.005    0.000    0.005    0.000 {built-in method torch.empty}
     3215    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:770(experimental_get_tracing_count)
      200    0.003    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\parsers\base_parser.py:115(__init__)
      500    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\common.py:1165(_is_binary_mode)
     5109    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:155(invalidate)
      167    0.005    0.000    0.005    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
      200    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\series.py:6459(any)
       15    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torchvision\models\resnet.py:54(conv1x1)
        4    0.000    0.000    0.005    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:3273(grid)
        8    0.000    0.000    0.005    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axis.py:1707(grid)
    66/33    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\saving\serialization_lib.py:393(deserialize_keras_object)
    51445    0.005    0.000    0.005    0.000 C:\Users\ompar\anaconda3\Lib\inspect.py:2792(name)
      200    0.005    0.000    0.005    0.000 {built-in method torch.max_pool2d}
        4    0.000    0.000    0.005    0.001 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axis.py:856(clear)
     1158    0.004    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\ops.py:3075(op_def_for_type)
     2152    0.003    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\context.py:364(push)
     1608    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\dtypes\common.py:137(is_object_dtype)
     8147    0.005    0.000    0.005    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsAttrs}
      167    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\polymorphic_function\concrete_function.py:120(__init__)
      481    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\_param_validation.py:528(is_satisfied_by)
      810    0.004    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\dtypes\concat.py:52(concat_compat)
      168    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\polymorphism\function_type.py:229(get_default_values)
     8898    0.003    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\ops.py:3280(_name_stack)
     3040    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\util\tf_decorator.py:272(unwrap)
      916    0.002    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\dtypes\inference.py:273(is_dict_like)
       26    0.000    0.000    0.005    0.000 C:\Users\ompar\anaconda3\Lib\tkinter\__init__.py:2647(__init__)
  800/292    0.022    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\optree\ops.py:699(tree_map)
     9600    0.003    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\format.py:745(<genexpr>)
     6352    0.005    0.000    0.005    0.000 {method 'SerializeToString' of 'google._upb._message.Message' objects}
     63/3    0.000    0.000    0.005    0.002 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\backend\tensorflow\core.py:84(__tf_tensor__)
     2153    0.005    0.000    0.005    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_AddInput}
      386    0.001    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\tensor.py:339(_shape_as_list)
  216/192    0.000    0.000    0.005    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:865(viewLim)
